Name,Position,Standard Name,conc,position,player_id,exists in player master,exists in player_dict
Dolphins,DEF,Miami,MiamiDEF,DEF,100015,,100015
Michael Bush,RB,Michael Bush,Michael BushRB,RB,8354,Michael BushRB,8354
Michael Carter,RB,Michael Carter,Michael CarterRB,RB,33495,Michael CarterRB,33495
Michael Crabtree,WR,Michael Crabtree,Michael CrabtreeWR,WR,9274,Michael CrabtreeWR,9274
Michael Floyd,WR,Michael Floyd,Michael FloydWR,WR,25723,Michael FloydWR,25723
Michael Gallup,WR,Michael Gallup,Michael GallupWR,WR,31051,Michael GallupWR,31051
Michael PIttman,WR,Michael Pittman Jr.,Michael Pittman Jr.WR,WR,4326,#N/A,32704
Michael Pittman,WR,Michael Pittman Jr.,Michael Pittman Jr.WR,WR,4326,#N/A,32704
Michael Pittman Jr.,WR,Michael Pittman Jr.,Michael Pittman Jr.WR,WR,4326,#N/A,32704
Michael Thomas,WR,Michael Thomas,Michael ThomasWR,WR,29281,Michael ThomasWR,29281
Michael Turner,RB,Michael Turner,Michael TurnerRB,RB,6913,Michael TurnerRB,6913
Michael Vick,QB,Mike Vick,Mike VickQB,QB,#N/A,#N/A,#N/A
Mike Boone,RB,Mike Boone,Mike BooneRB,RB,31228,Mike BooneRB,31228
Mike Davis,RB,Mike Davis,Mike DavisRB,RB,28514,Mike DavisRB,28514
Mike Evans,WR,Mike Evans,Mike EvansWR,WR,27535,Mike EvansWR,27535
Mike Gesicki,TE,Mike Gesicki,Mike GesickiTE,TE,31012,Mike GesickiTE,31012
Mike Gillislee,RB,Mike Gillislee,Mike GillisleeRB,RB,26787,Mike GillisleeRB,26787
Mike Nugent,K,Mike Nugent,Mike NugentK,K,7223,Mike NugentK,7223
Mike Tolbert,RB,Mike Tolbert,Mike TolbertRB,RB,9043,Mike TolbertRB,9043
Mike Vick,QB,Mike Vick,Mike VickQB,QB,5448,Mike VickQB,5448
Mike Wallace,WR,Mike Wallace,Mike WallaceWR,WR,9348,Mike WallaceWR,9348
Mike Williams Seahawks,WR,Mike Williams Seahawks,Mike Williams SeahawksWR,WR,,,7186
Michael Williams,WR,Michael Williams,Michael WilliamsWR,WR,24076,Mike WilliamsWR,24076
Mike Williams (TBB),WR,Mike Williams,Mike WilliamsWR,WR,30120,Mike WilliamsWR,30120
Mikel Leshoure,RB,Mikel Leshoure,Mikel LeshoureRB,RB,24844,Mikel LeshoureRB,24844
Miles Austin,WR,Miles Austin,Miles AustinWR,WR,8021,Miles AustinWR,8021
Miles Sanders,RB,Miles Sanders,Miles SandersRB,RB,31885,Miles SandersRB,31885
Minnesota DST,DEF,Minnesota,MinnesotaDEF,DEF,100016,#N/A,100016
Vikings D,DEF,Minnesota,MinnesotaDEF,DEF,100016,#N/A,100016
Minnesota,DEF,Minnesota,MinnesotaDEF,DEF,100016,#N/A,100016
Vikings,DEF,Minnesota,MinnesotaDEF,DEF,100016,#N/A,100016
Mitch Trubisky,QB,Mitch Trubisky,Mitch TrubiskyQB,QB,30115,Mitch TrubiskyQB,30115
Mitchell Trubisky,QB,Mitch Trubisky,Mitchell TrubiskyQB,QB,30115,Mitch TrubiskyQB,30115
Mohamed Sanu,WR,Mohamed Sanu,Mohamed SanuWR,WR,25793,Mohamed SanuWR,25793
Montee Ball,RB,Montee Ball,Montee BallRB,RB,26681,Montee BallRB,26681
Montee Ball*,RB,Montee Ball,Montee BallRB,RB,26681,Montee BallRB,26681
Mychal Rivera,TE,Mychal Rivera,Mychal RiveraTE,TE,26807,Mychal RiveraTE,26807
Myles Gaskin,RB,Myles Gaskin,Myles GaskinRB,RB,32066,Myles GaskinRB,32066
Najee Harris,RB,Najee Harris,Najee HarrisRB,RB,33412,Najee HarrisRB,33412
Nate Burleson,WR,Nate Burleson,Nate BurlesonWR,WR,6407,Nate BurlesonWR,6407
Nelson Agholor,WR,Nelson Agholor,Nelson AgholorWR,WR,28408,Nelson AgholorWR,28408
Nelson Algalor,WR,Nelson Agholor,Nelson AgholorWR,WR,28408,Nelson AgholorWR,28408
New England,DEF,New England,New EnglandDEF,DEF,100017,#N/A,100017
New England (NE),DEF,New England,New EnglandDEF,DEF,100017,#N/A,100017
New England DST,DEF,New England,New EnglandDEF,DEF,100017,#N/A,100017
NE Patriots,DEF,New England,New EnglandDEF,DEF,100017,#N/A,100017
Patriots,DEF,New England,New EnglandDEF,DEF,100017,,100017
New Orleans,DEF,New Orleans,New OrleansDEF,DEF,100018,#N/A,100018
New Orleans (NO),DEF,New Orleans,New OrleansDEF,DEF,100018,#N/A,100018
New Orleans DST,DEF,New Orleans,New OrleansDEF,DEF,100018,#N/A,100018
Saints,DEF,New Orleans,New OrleansDEF,DEF,100018,,100018
New York,DEF,New York,New YorkDEF,DEF,100019,#N/A,100019
New York (NYJ),DEF,New York (NYJ),New York (NYJ)DEF,DEF,100020,#N/A,100020
Nick Chubb,RB,Nick Chubb,Nick ChubbRB,RB,31005,Nick ChubbRB,31005
Nick Foles,QB,Nick Foles,Nick FolesQB,QB,25798,Nick FolesQB,25798
Noah Fant,TE,Noah Fant,Noah FantTE,TE,31852,Noah FantTE,31852
Nyheim Hines,RB,Nyheim Hines,Nyheim HinesRB,RB,31074,Nyheim HinesRB,31074
O.J. Howard,TE,O.J. Howard,O.J. HowardTE,TE,30132,O.J. HowardTE,30132
OBJ,WR,Odell Beckham Jr.,Odell Beckham Jr.WR,WR,27540,Odell Beckham Jr.WR,27540
Odell Beckham Jr,WR,Odell Beckham Jr.,Odell Beckham Jr.WR,WR,27540,Odell Beckham Jr.WR,27540
Odell Beckham Jr.,WR,Odell Beckham Jr.,Odell Beckham Jr.WR,WR,27540,Odell Beckham Jr.WR,27540
Owen Daniels,TE,Owen Daniels,Owen DanielsTE,TE,7847,Owen DanielsTE,7847
Patrick Mahomes,QB,Patrick Mahomes,Patrick MahomesQB,QB,30123,Patrick MahomesQB,30123
Paul Perkins,RB,Paul Perkins,Paul PerkinsRB,RB,29383,Paul PerkinsRB,29383
Paul Richardson Jr.,WR,Paul Richardson Jr.,Paul Richardson Jr.WR,WR,27573,Paul Richardson Jr.WR,27573
Percy Harvin,WR,Percy Harvin,Percy HarvinWR,WR,9286,Percy HarvinWR,9286
Peyton Hillis,RB,Peyton Hillis,Peyton HillisRB,RB,9004,Peyton HillisRB,9004
Payton Manning,QB,Peyton Manning,Peyton ManningQB,QB,4256,Peyton ManningQB,4256
Peyton Manning,QB,Peyton Manning,Peyton ManningQB,QB,4256,Peyton ManningQB,4256
Peyton Manning*,QB,Peyton Manning,Peyton ManningQB,QB,4256,Peyton ManningQB,4256
Phil Dawson,K,Phil Dawson,Phil DawsonK,K,4269,Phil DawsonK,4269
Philadelphia,DEF,Philadelphia,PhiladelphiaDEF,DEF,100021,#N/A,100021
Philly Defense,DEF,Philadelphia,PhiladelphiaDEF,DEF,100021,#N/A,100021
Philadelphia DST,DEF,Philadelphia,PhiladelphiaDEF,DEF,100021,#N/A,100021
PHI,DEF,Philadelphia,PhiladelphiaDEF,DEF,100021,,100021
Philip Rivers,QB,Philip Rivers,Philip RiversQB,QB,6763,Philip RiversQB,6763
Phillip Lindsay,RB,Phillip Lindsay,Phillip LindsayRB,RB,31379,Phillip LindsayRB,31379
Pierre Garcon,WR,Pierre Garcon,Pierre GarconWR,WR,8982,Pierre GarconWR,8982
Pierre Thomas,RB,Pierre Thomas,Pierre ThomasRB,RB,8561,Pierre ThomasRB,8561
Pittsburgh,DEF,Pittsburgh,PittsburghDEF,DEF,100023,#N/A,100023
Steelers D,DEF,Pittsburgh,PittsburghDEF,DEF,100023,#N/A,100023
PIT,DEF,Pittsburgh,PittsburghDEF,DEF,100023,,100023
Raheem Mostert,RB,Raheem Mostert,Raheem MostertRB,RB,28654,Raheem MostertRB,28654
Randall Cobb,WR,Randall Cobb,Randall CobbWR,WR,24851,Randall CobbWR,24851
Rashaad Penny,RB,Rashaad Penny,Rashaad PennyRB,RB,30997,Rashaad PennyRB,30997
Rashad Jennings,RB,Rashad Jennings,Rashad JenningsRB,RB,9514,Rashad JenningsRB,9514
Rashard Mendenhall,RB,Rashard Mendenhall,Rashard MendenhallRB,RB,8800,Rashard MendenhallRB,8800
Ray Rice,RB,Ray Rice,Ray RiceRB,RB,8832,Ray RiceRB,8832
Reggie Bush,RB,Reggie Bush,Reggie BushRB,RB,7751,Reggie BushRB,7751
Reggie Bush*,RB,Reggie Bush,Reggie BushRB,RB,7751,Reggie BushRB,7751
Reggie Wayne,WR,Reggie Wayne,Reggie WayneWR,WR,5477,Reggie WayneWR,5477
Rex Burkhead,RB,Rex Burkhead,Rex BurkheadRB,RB,26813,Rex BurkheadRB,26813
Ramandre Stevenson,RB,Rhamondre Stevenson,Rhamondre StevensonRB,RB,33508,Rhamondre StevensonRB,33508
Rhamondre Stevenson,RB,Rhamondre Stevenson,Rhamondre StevensonRB,RB,33508,,33508
Richard Rodgers,TE,Richard Rodgers,Richard RodgersTE,TE,27626,Richard RodgersTE,27626
Ricky Seals-Jones,TE,Ricky Seals-Jones,Ricky Seals-JonesTE,TE,30494,Ricky Seals-JonesTE,30494
Riley Cooper,WR,Riley Cooper,Riley CooperWR,WR,24135,Riley CooperWR,24135
Rishard Matthews,WR,Rishard Matthews,Rishard MatthewsWR,WR,25937,Rishard MatthewsWR,25937
Rob Gronkowski,TE,Rob Gronkowski,Rob GronkowskiTE,TE,24017,Rob GronkowskiTE,24017
Rob Gronkowski*,TE,Rob Gronkowski,Rob GronkowskiTE,TE,24017,Rob GronkowskiTE,24017
Rob Kelley,RB,Rob Kelley,Rob KelleyRB,RB,29694,Rob KelleyRB,29694
Robbie Anderson,WR,Robbie Anderson,Robbie AndersonWR,WR,29785,Robbie AndersonWR,29785
Robby Anderson,WR,Robbie Anderson,Robby AndersonWR,WR,29785,Robbie AndersonWR,29785
Robert Foster,WR,Robert Foster,Robert FosterWR,WR,31601,Robert FosterWR,31601
RG3,QB,Robert Griffin III,Robert Griffin IIIQB,QB,25712,Robert Griffin IIIQB,25712
Robert Meachem,WR,Robert Meachem,Robert MeachemWR,WR,8281,Robert MeachemWR,8281
Robert Tonyan,TE,Robert Tonyan,Robert TonyanTE,TE,30777,Robert TonyanWR,30777
Robert Woods,WR,Robert Woods,Robert WoodsWR,WR,26664,Robert WoodsWR,26664
Rod Smith,RB,Rod Smith,Rod SmithRB,RB,3328,#N/A,3328
Roddy White,WR,Roddy White,Roddy WhiteWR,WR,7203,Roddy WhiteWR,7203
Ronald Jones II,RB,Ronald Jones II,Ronald Jones IIRB,RB,31008,Ronald JonesRB,31008
Rondale Moore,WR,Rondale Moore,Rondale MooreWR,WR,33437,Rondale MooreWR,33437
Ronnie Hillman,RB,Ronnie Hillman,Ronnie HillmanRB,RB,25777,Ronnie HillmanRB,25777
Roy Helu,RB,Roy Helu,Roy HeluRB,RB,24892,Roy Helu Jr.RB,24892
Royce Freeman,RB,Royce Freeman,Royce FreemanRB,RB,31041,Royce FreemanRB,31041
Rueben Randle,WR,Rueben Randle,Rueben RandleWR,WR,25773,Rueben RandleWR,25773
Russell Gage,WR,Russell Gage,Russell GageWR,WR,31164,Russell GageWR,31164
Russell Wilson,QB,Russell Wilson,Russell WilsonQB,QB,25785,Russell WilsonQB,25785
Ryan Fitzpatrick,QB,Ryan Fitzpatrick,Ryan FitzpatrickQB,QB,7426,Ryan FitzpatrickQB,7426
Ryan Matthews,RB,Ryan Mathews,Ryan MathewsRB,RB,23987,Ryan MathewsRB,23987
Ryan Matthews ,RB,Ryan Mathews,Ryan MathewsRB,RB,23987,Ryan MathewsRB,23987
Ryan Succop,K,Ryan Succop,Ryan SuccopK,K,9520,Ryan SuccopK,9520
Ryan Tannehill,QB,Ryan Tannehill,Ryan TannehillQB,QB,25718,Ryan TannehillQB,25718
Salvon Ahmed,RB,Salvon Ahmed,Salvon AhmedRB,RB,33265,Salvon AhmedRB,33265
Sam Bradford,QB,Sam Bradford,Sam BradfordQB,QB,23976,Sam BradfordQB,23976
Sam Darnold,QB,Sam Darnold,Sam DarnoldQB,QB,30973,Sam DarnoldQB,30973
Sammy Watkins,WR,Sammy Watkins,Sammy WatkinsWR,WR,27532,Sammy WatkinsWR,27532
49ers Defense,DEF,San Francisco,San FranciscoDEF,DEF,100025,#N/A,100025
San Francisco 49ers,DEF,San Francisco,San FranciscoDEF,DEF,100025,#N/A,100025
SF,DEF,San Francisco,San FranciscoDEF,DEF,100025,#N/A,100025
San Francisco,DEF,San Francisco,San FranciscoDEF,DEF,100025,#N/A,100025
49ers D,DEF,San Francisco,San FranciscoDEF,DEF,100025,#N/A,100025
Saquon Barkley,RB,Saquon Barkley,Saquon BarkleyRB,RB,30972,Saquon BarkleyRB,30972
Scott Chandler,TE,Scott Chandler,Scott ChandlerTE,TE,8383,Scott ChandlerTE,8383
SEA,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
Seahawks,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
Seattle,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
Seattle D,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
Seattle Seahawks,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
Seattle DST,DEF,Seattle,SeattleDEF,DEF,100026,#N/A,100026
"Janiikowski, Sebastien",K,Sebastian Janikowski,Sebastian JanikowskiK,K,5046,Sebastian JanikowskiK,5046
Shane Vereen,RB,Shane Vereen,Shane VereenRB,RB,24843,Shane VereenRB,24843
Shaun Draughn,RB,Shaun Draughn,Shaun DraughnRB,RB,25481,Shaun DraughnRB,25481
Shayne Graham,K,Shayne Graham,Shayne GrahamK,K,5854,Shayne GrahamK,5854
Shonn Green,RB,Shonn Greene,Shonn GreeneRB,RB,9329,Shonn GreeneRB,9329
Sony Michel,RB,Sony Michel,Sony MichelRB,RB,31001,Sony MichelRB,31001
Sony Michele,RB,Sony Michel,Sony MichelRB,RB,31001,Sony MichelRB,31001
Spencer Ware,RB,Spencer Ware,Spencer WareRB,RB,26817,Spencer WareRB,26817
St. Louis,DEF,St. Louis,St. LouisDEF,DEF,5239,#N/A,5239
Stefon Diggs,WR,Stefon Diggs,Stefon DiggsWR,WR,28534,Stefon DiggsWR,28534
Stephen Anderson,TE,Stephen Anderson,Stephen AndersonTE,TE,29789,Stephen AndersonTE,29789
Stephen Gostkoswki,K,Stephen Gostkowski,Stephen GostkowskiK,K,7867,Stephen GostkowskiK,7867
Stephen Gostkowski,K,Stephen Gostkowski,Stephen GostkowskiK,K,7867,Stephen GostkowskiK,7867
Steven Goskowski,K,Stephen Gostkowski,Stephen GostkowskiK,K,7867,Stephen GostkowskiK,7867
Stephen Hauschka,K,Stephen Hauschka,Stephen HauschkaK,K,9066,Stephen HauschkaK,9066
Sterling Shepard,WR,Sterling Shepard,Sterling ShepardWR,WR,29274,Sterling ShepardWR,29274
Sterling Shephard,WR,Sterling Shepard,Sterling ShepardWR,WR,29274,Sterling ShepardWR,29274
Stevan Ridley,RB,Stevan Ridley,Stevan RidleyRB,RB,24860,Stevan RidleyRB,24860
Steve Johnson,WR,Stevie Johnson,Stevie JohnsonWR,WR,#N/A,#N/A,#N/A
Steve Smith,WR,Steve Smith Sr.,Steve Smith Sr.WR,WR,5521,Steve Smith Sr.WR,5521
Steve Smith (CAR),WR,Steve Smith Sr.,Steve Smith Sr.WR,WR,5521,Steve Smith Sr.WR,5521
Steve Smith Sr.,WR,Steve Smith Sr.,Steve Smith Sr.WR,WR,5521,Steve Smith Sr.WR,5521
Steven Jackson,RB,Steven Jackson,Steven JacksonRB,RB,6783,Steven JacksonRB,6783
Stevie Johnson,WR,Stevie Johnson,Stevie JohnsonWR,WR,9001,Stevie JohnsonWR,9001
T.J. Hockenson,TE,T.J. Hockenson,T.J. HockensonTE,TE,31840,T.J. HockensonTE,31840
TJ Hockenson,TE,T.J. Hockenson,T.J. HockensonTE,TE,31840,,31840
TJ Yeldon,RB,T.J. Yeldon,T.J. YeldonRB,RB,28424,T.J. YeldonRB,28424
T.Y. Hilton,WR,T.Y. Hilton,T.Y. HiltonWR,WR,25802,T.Y. HiltonWR,25802
TY Hilton,WR,T.Y. Hilton,T.Y. HiltonWR,WR,25802,T.Y. HiltonWR,25802
Tampa,DEF,Tampa Bay,Tampa BayDEF,DEF,100027,#N/A,100027
Tampa Bay,DEF,Tampa Bay,Tampa BayDEF,DEF,100027,#N/A,100027
Bucs D,DEF,Tampa Bay,Tampa BayDEF,DEF,100027,#N/A,100027
TB,DEF,Tampa Bay,Tampa BayDEF,DEF,100027,,100027
Tarik Cohen,RB,Tarik Cohen,Tarik CohenRB,RB,30232,Tarik CohenRB,30232
Tavon Austin,WR,Tavon Austin,Tavon AustinWR,WR,26631,Tavon AustinWR,26631
Taylor Gabriel,WR,Taylor Gabriel,Taylor GabrielWR,WR,28234,Taylor GabrielWR,28234
Ted Ginn Jr.,WR,Ted Ginn Jr.,Ted Ginn Jr.WR,WR,8263,Ted Ginn Jr.WR,8263
Teddy Bridgewater,QB,Teddy Bridgewater,Teddy BridgewaterQB,QB,27560,Teddy BridgewaterQB,27560
Tee Higgins,WR,Tee Higgins,Tee HigginsWR,WR,32703,Tee HigginsWR,32703
Tee Higgens,WR,Tee Higgins,Tee HigginsWR,WR,32703,Tee HigginsWR,32703
Tennessee,DEF,Tennessee,TennesseeDEF,DEF,100010,#N/A,100010
Terrance West,RB,Terrance West,Terrance WestRB,RB,27622,Terrance WestRB,27622
Terrence West,RB,Terrance West,Terrance WestRB,RB,27622,Terrance WestRB,27622
Terrence Williams,WR,Terrance Williams,Terrance WilliamsWR,WR,26697,Terrance WilliamsWR,26697
Terrelle Pryor,WR,Terrelle Pryor,Terrelle PryorWR,WR,25681,Terrelle Pryor Sr.QB,25681
Terrelle Pryor Sr.,WR,Terrelle Pryor Sr.,Terrelle Pryor Sr.WR,WR,25681,Terrelle Pryor Sr.QB,25681
Terry McLaurin,WR,Terry McLaurin,Terry McLaurinWR,WR,31908,Terry McLaurinWR,31908
Tevin Coleman,RB,Tevin Coleman,Tevin ColemanRB,RB,28461,Tevin ColemanRB,28461
Tevon Coleman,RB,Tevin Coleman,Tevin ColemanRB,RB,28461,Tevin ColemanRB,28461
Theo Riddick,RB,Theo Riddick,Theo RiddickRB,RB,26822,Theo RiddickRB,26822
Thomas Rawls,RB,Thomas Rawls,Thomas RawlsRB,RB,28714,Thomas RawlsRB,28714
Tim Hightower,RB,Tim Hightower,Tim HightowerRB,RB,8926,Tim HightowerRB,8926
Tim Patrick,WR,Tim Patrick,Tim PatrickWR,WR,30511,Tim PatrickWR,30511
Titus Young,WR,Titus Young,Titus YoungWR,WR,24831,Titus YoungWR,24831
Toby Gerhart,RB,Toby Gerhart,Toby GerhartRB,RB,24026,Toby GerhartRB,24026
Todd Gurley,RB,Todd Gurley,Todd GurleyRB,RB,28398,Todd Gurley IIRB,28398
Todd Gurley II,RB,Todd Gurley II,Todd Gurley IIRB,RB,28398,Todd Gurley IIRB,28398
Tom Brady,QB,Tom Brady,Tom BradyQB,QB,5228,Tom BradyQB,5228
Tony Gonzalez,TE,Tony Gonzalez,Tony GonzalezTE,TE,3950,Tony GonzalezTE,3950
Tony Pollard,RB,Tony Pollard,Tony PollardRB,RB,31960,Tony PollardRB,31960
Tony Polard,RB,Tony Pollard,Tony PollardRB,RB,31960,,31960
Tony Romo,QB,Tony Romo,Tony RomoQB,QB,6624,Tony RomoQB,6624
Torrey Smith,WR,Torrey Smith,Torrey SmithWR,WR,24845,Torrey SmithWR,24845
Travis Benjamin,WR,Travis Benjamin,Travis BenjaminWR,WR,25810,Travis BenjaminWR,25810
Travis Kelce,TE,Travis Kelce,Travis KelceTE,TE,26686,Travis KelceTE,26686
Tre Mason,RB,Tre Mason,Tre MasonRB,RB,27603,Tre MasonRB,27603
Trent Richardson,RB,Trent Richardson,Trent RichardsonRB,RB,25713,Trent RichardsonRB,25713
Trevor Lawrence,QB,Trevor Lawrence,Trevor LawrenceQB,QB,33389,Trevor LawrenceQB,33389
Trey Burton,TE,Trey Burton,Trey BurtonTE,TE,27789,Trey BurtonTE,27789
Trey Lance,QB,Trey Lance,Trey LanceQB,QB,33391,Trey LanceQB,33391
Trey Sermon,RB,Trey Sermon,Trey SermonRB,RB,33476,Trey SermonRB,33476
Tua Tagovailoa,QB,Tua Tagovailoa,Tua TagovailoaQB,QB,32675,Tua TagovailoaQB,32675
Ty Johnson,RB,Ty Johnson,Ty JohnsonRB,RB,32018,Ty JohnsonRB,32018
Ty Montgomery,RB,Ty Montgomery,Ty MontgomeryRB,RB,28482,Ty MontgomeryWR,28482
Tyler Boyd,WR,Tyler Boyd,Tyler BoydWR,WR,29288,Tyler BoydWR,29288
Tyler Eifert,TE,Tyler Eifert,Tyler EifertTE,TE,26644,Tyler EifertTE,26644
Tyler Higbee,TE,Tyler Higbee,Tyler HigbeeTE,TE,29344,Tyler HigbeeTE,29344
Tyler Lockett,WR,Tyler Lockett,Tyler LockettWR,WR,28457,Tyler LockettWR,28457
Tyreek Hill,WR,Tyreek Hill,Tyreek HillWR,WR,29399,Tyreek HillWR,29399
Tyrell Williams,WR,Tyrell Williams,Tyrell WilliamsWR,WR,28691,Tyrell WilliamsWR,28691
Tyrod Taylor,QB,Tyrod Taylor,Tyrod TaylorQB,QB,24967,Tyrod TaylorQB,24967
Vance McDonald,TE,Vance McDonald,Vance McDonaldTE,TE,26678,Vance McDonaldTE,26678
Vernon Davis,TE,Vernon Davis,Vernon DavisTE,TE,7755,Vernon DavisTE,7755
Vick Ballard,RB,Vick Ballard,Vick BallardRB,RB,25880,Vick BallardRB,25880
Victor Cruz,WR,Victor Cruz,Victor CruzWR,WR,24553,Victor CruzWR,24553
Vincent Brown,WR,Vincent Brown,Vincent BrownWR,WR,24869,Vincent BrownWR,24869
VIncent Jackson,WR,Vincent Jackson,Vincent JacksonWR,WR,7237,Vincent JacksonWR,7237
Washington,DEF,Washington,WashingtonDEF,DEF,100028,#N/A,100028
WAS,DEF,Washington,WashingtonDEF,DEF,100028,,100028
Wayne Gallman Jr.,RB,Wayne Gallman Jr.,Wayne Gallman Jr.RB,RB,30253,Wayne GallmanRB,30253
Wes Welker,WR,Wes Welker,Wes WelkerWR,WR,7027,Wes WelkerWR,7027
Will Fuller,WR,Will Fuller V,Will Fuller VWR,WR,29255,Will Fuller VWR,29255
Will Fuller V,WR,Will Fuller V,Will Fuller VWR,WR,29255,Will Fuller VWR,29255
Willie Snead,WR,Willie Snead,Willie SneadWR,WR,28026,Willie Snead IVWR,28026
Willie Snead IV,WR,Willie Snead IV,Willie Snead IVWR,WR,28026,Willie Snead IVWR,28026
Willis McGahey,RB,Willis McGahee,Willis McGaheeRB,RB,6359,Willis McGaheeRB,6359
Zac Stacy,RB,Zac Stacy,Zac StacyRB,RB,26783,Zac StacyRB,26783
Zach Ertz,TE,Zach Ertz,Zach ErtzTE,TE,26658,Zach ErtzTE,26658
Zach Miller,TE,Zach Miller,Zach MillerTE,TE,9444,Zach MillerTE,9444
Zach Pascal,WR,Zach Pascal,Zach PascalWR,WR,30502,Zach PascalWR,30502
Zack Moss,RB,Zack Moss,Zack MossRB,RB,32756,Zack MossRB,32756
Zach Moss,RB,Zack Moss,Zack MossRB,RB,32756,Zack MossRB,32756
Zay Jones,WR,Zay Jones,Zay JonesWR,WR,30150,Zay JonesWR,30150
Elijah Moore,WR,Elijah Moore,,,33422,,33422
Elijah Mitchell,RB,Elijah Mitchell,,,33582,,33582
Zach Wilson,QB,Zach Wilson,,,33390,,33390
Dalton Schultz,TE,Dalton Schultz,,,31107,,31107
Gabriel Davis,WR,Gabe Davis,,,32798,,32798
Gabe Davis,WR,Gabe Davis,,,32798,,32798
Hunter Renfrow,WR,Hunter Renfrow,,,31981,,31981
Sky Moore,WR,Sky Moore,,,34009,,34009
Treylon Burks,WR,Treylon Burks,,,33973,,33973
Breece Hall,RB,Breece Hall,,,33991,,33991
Drake London,WR,Drake London,,,33963,,33963
Darnell Mooney,WR,Darnell Mooney,,,32843,,32843
Chris Olave,WR,Chris Olave,,,33966,,33966
Allen Lazard,WR,Allen Lazard,,,31268,,31268
Travis Etienne,RB,Travis Etienne Jr.,,,33413,,33413
Dameon Pierce,RB,Dameon Pierce,,,34063,,34063
Mac Jones,QB,Mac Jones,,,33403,,33403
George Pickens,WR,George Pickens,,,34007,,34007
Amon-Ra St Brown,WR,Amon-Ra St. Brown,,,33500,,33500
Amon-Ra St. Brown,WR,Amon-Ra St. Brown,,,33500,,33500
Rashod Bateman,WR,Rashod Bateman,,,33415,,33415
